citation,processed_text
Matthew 26:24,son man goeth written woe unto man son man betrayed good man born
Matthew 26:25,judas betrayed answered said master said unto thou hast said
Matthew 26:26,eating jesus took bread blessed brake gave disciples said take eat body
Matthew 26:27,took cup gave thanks gave saying drink ye
Matthew 26:28,blood new testament shed many remission sins
Matthew 26:29,say unto drink henceforth fruit vine day drink new father kingdom
Matthew 26:30,sung hymn went mount olives
Matthew 26:31,saith jesus unto ye shall offended night written smite shepherd sheep flock shall scattered abroad
Matthew 26:32,risen go galilee
Matthew 26:33,peter answered said unto though men shall offended thee yet never offended
Matthew 26:34,jesus said unto verily say unto thee night cock crow thou shalt deny thrice
Matthew 26:35,peter said unto though die thee yet deny thee likewise also said disciples
Matthew 26:36,cometh jesus unto place called gethsemane saith unto disciples sit ye go pray yonder
Matthew 26:37,took peter two sons zebedee began sorrowful heavy
Matthew 26:38,saith unto soul exceeding sorrowful even unto death tarry ye watch
Matthew 26:39,went little farther fell face prayed saying father possible let cup pass nevertheless thou wilt
Matthew 26:40,cometh unto disciples findeth asleep saith unto peter could ye watch one hour
Matthew 26:41,watch pray ye enter temptation spirit indeed willing flesh weak
Matthew 26:42,went away second time prayed saying father cup may pass away except drink thy done
Matthew 26:43,came found asleep eyes heavy
Matthew 26:44,left went away prayed third time saying words
Matthew 26:45,cometh disciples saith unto sleep take rest behold hour hand son man betrayed hands sinners
Matthew 26:46,rise let us going behold hand doth betray
Matthew 26:47,yet spake lo judas one twelve came great multitude swords staves chief priests elders people
Matthew 26:48,betrayed gave sign saying whomsoever shall kiss hold fast
Matthew 26:49,forthwith came jesus said hail master kissed
Matthew 26:50,jesus said unto friend wherefore art thou come came laid hands jesus took
Matthew 26:51,behold one jesus stretched hand drew sword struck servant high priest smote ear
Matthew 26:52,said jesus unto put thy sword place take sword shall perish sword
Matthew 26:53,thinkest thou pray father shall presently give twelve legions angels
Matthew 26:54,shall scriptures fulfilled thus must
Matthew 26:55,hour said jesus multitudes ye come thief swords staves take sat daily teaching temple ye laid hold
Matthew 26:56,done scriptures prophets might fulfilled disciples forsook fled
Matthew 26:57,laid hold jesus led away caiaphas high priest scribes elders assembled
Matthew 26:58,peter followed afar unto high priest palace went sat servants see end
Matthew 26:59,chief priests elders council sought false witness jesus put death
Matthew 26:60,found none yea though many false witnesses came yet found none last came two false witnesses
Matthew 26:61,said fellow said able destroy temple god build three days
Matthew 26:62,high priest arose said unto answerest thou nothing witness thee
Matthew 26:63,jesus held peace high priest answered said unto adjure thee living god thou tell us whether thou christ son god
Matthew 26:64,jesus saith unto thou hast said nevertheless say unto hereafter shall ye see son man sitting right hand power coming clouds heaven
Matthew 26:65,high priest rent clothes saying hath spoken blasphemy need witnesses behold ye heard blasphemy
Matthew 26:66,think ye answered said guilty death
Matthew 26:67,spit face buffeted others smote palms hands
Matthew 26:68,saying prophesy unto us thou christ smote thee
Matthew 26:69,peter sat without palace damsel came unto saying thou also wast jesus galilee
Matthew 26:70,denied saying know thou sayest
Matthew 26:71,gone porch another maid saw said unto fellow also jesus nazareth
Matthew 26:72,denied oath know man
Matthew 26:73,came unto stood said peter surely thou also art one thy speech bewrayeth thee
Matthew 26:74,began curse swear saying know man immediately cock crew
Matthew 26:75,peter remembered word jesus said unto cock crow thou shalt deny thrice went wept bitterly
Matthew 27:1,morning come chief priests elders people took counsel jesus put death
Matthew 27:2,bound led away delivered pontius pilate governor
Matthew 27:3,judas betrayed saw condemned repented brought thirty pieces silver chief priests elders
Matthew 27:4,saying sinned betrayed innocent blood said us see thou
Matthew 27:5,cast pieces silver temple departed went hanged
Matthew 27:6,chief priests took silver pieces said lawful put treasury price blood
Matthew 27:7,took counsel bought potter field bury strangers
Matthew 27:8,wherefore field called field blood unto day
Matthew 27:9,fulfilled spoken jeremy prophet saying took thirty pieces silver price valued children israel value
Matthew 27:10,gave potter field lord appointed
Matthew 27:11,jesus stood governor governor asked saying art thou king jews jesus said unto thou sayest
Matthew 27:12,accused chief priests elders answered nothing
Matthew 27:13,said pilate unto hearest thou many things witness thee
Matthew 27:14,answered never word insomuch governor marvelled greatly
Matthew 27:15,feast governor wont release unto people prisoner would
Matthew 27:16,notable prisoner called barabbas
Matthew 27:17,therefore gathered together pilate said unto ye release unto barabbas jesus called christ
Matthew 27:18,knew envy delivered
Matthew 27:19,set judgment seat wife sent unto saying thou nothing man suffered many things day dream
Matthew 27:20,chief priests elders persuaded multitude ask barabbas destroy jesus
Matthew 27:21,governor answered said unto whether twain ye release unto said barabbas
Matthew 27:22,pilate saith unto shall jesus called christ say unto let crucified
Matthew 27:23,governor said evil hath done cried saying let crucified
Matthew 27:24,pilate saw could prevail nothing rather tumult made took water washed hands multitude saying innocent blood person see ye
Matthew 27:25,answered people said blood us children
Matthew 27:26,released barabbas unto scourged jesus delivered crucified
Matthew 27:27,soldiers governor took jesus common hall gathered unto whole band soldiers
Matthew 27:28,stripped put scarlet robe
Matthew 27:29,platted crown thorns put upon head reed right hand bowed knee mocked saying hail king jews
Matthew 27:30,spit upon took reed smote head
Matthew 27:31,mocked took robe put raiment led away crucify
Matthew 27:32,came found man cyrene simon name compelled bear cross
Matthew 27:33,come unto place called golgotha say place skull
Matthew 27:34,gave vinegar drink mingled gall tasted thereof would drink
Matthew 27:35,crucified parted garments casting lots might fulfilled spoken prophet parted garments among upon vesture cast lots
Matthew 27:36,sitting watched
Matthew 27:37,set head accusation written jesus king jews
Matthew 27:38,two thieves crucified one right hand another left
Matthew 27:39,passed reviled wagging heads
Matthew 27:40,saying thou destroyest temple buildest three days save thyself thou son god come cross
Matthew 27:41,likewise also chief priests mocking scribes elders said
Matthew 27:42,saved others save king israel let come cross believe
Matthew 27:43,trusted god let deliver said son god
Matthew 27:44,thieves also crucified cast teeth
Matthew 27:45,sixth hour darkness land unto ninth hour
Matthew 27:46,ninth hour jesus cried loud voice saying eli eli lama sabachthani say god god hast thou forsaken
Matthew 27:47,stood heard said man calleth elias
Matthew 27:48,straightway one ran took spunge filled vinegar put reed gave drink
Matthew 27:49,rest said let let us see whether elias come save
Matthew 27:50,jesus cried loud voice yielded ghost
Matthew 27:51,behold veil temple rent twain top bottom earth quake rocks rent
Matthew 27:52,graves opened many bodies saints slept arose
Matthew 27:53,came graves resurrection went holy city appeared unto many
Matthew 27:54,centurion watching jesus saw earthquake things done feared greatly saying truly son god
Matthew 27:55,many women beholding afar followed jesus galilee ministering unto
Matthew 27:56,among mary magdalene mary mother james joses mother zebedees children
Matthew 27:57,even come came rich man arimathaea named joseph also jesus disciple
Matthew 27:58,went pilate begged body jesus pilate commanded body delivered
Matthew 27:59,joseph taken body wrapped clean linen cloth
Matthew 27:60,laid new tomb hewn rock rolled great stone door sepulchre departed
Matthew 27:61,mary magdalene mary sitting sepulchre
Matthew 27:62,next day followed day preparation chief priests pharisees came together unto pilate
Matthew 27:63,saying sir remember deceiver said yet alive three days rise
Matthew 27:64,command therefore sepulchre made sure third day lest disciples come night steal away say unto people risen dead last error shall worse first
Matthew 27:65,pilate said unto ye watch go way make sure ye
Matthew 27:66,went made sepulchre sure sealing stone setting watch
Matthew 28:1,end sabbath began dawn toward first day week came mary magdalene mary see sepulchre
Matthew 28:2,behold great earthquake angel lord descended heaven came rolled back stone door sat upon
Matthew 28:3,countenance like lightning raiment white snow
Matthew 28:4,fear keepers shake became dead men
Matthew 28:5,angel answered said unto women fear ye know ye seek jesus crucified
Matthew 28:6,risen said come see place lord lay
Matthew 28:7,go quickly tell disciples risen dead behold goeth galilee shall ye see lo told
Matthew 28:8,departed quickly sepulchre fear great joy run bring disciples word
Matthew 28:9,went tell disciples behold jesus met saying hail came held feet worshipped
Matthew 28:10,said jesus unto afraid go tell brethren go galilee shall see
Matthew 28:11,going behold watch came city shewed unto chief priests things done
Matthew 28:12,assembled elders taken counsel gave large money unto soldiers
Matthew 28:13,saying say ye disciples came night stole away slept
Matthew 28:14,come governor ears persuade secure
Matthew 28:15,took money taught saying commonly reported among jews day
Matthew 28:16,eleven disciples went away galilee mountain jesus appointed
Matthew 28:17,saw worshipped doubted
Matthew 28:18,jesus came spake unto saying power given unto heaven earth
Matthew 28:19,go ye therefore teach nations baptizing name father son holy ghost
Matthew 28:20,teaching observe things whatsoever commanded lo alway even unto end world amen
Mark 1:1,beginning gospel jesus christ son god
Mark 1:2,written prophets behold send messenger thy face shall prepare thy way thee
Mark 1:3,voice one crying wilderness prepare ye way lord make paths straight
Mark 1:4,john baptize wilderness preach baptism repentance remission sins
Mark 1:5,went unto land judaea jerusalem baptized river jordan confessing sins
Mark 1:6,john clothed camel hair girdle skin loins eat locusts wild honey
Mark 1:7,preached saying cometh one mightier latchet whose shoes worthy stoop unloose
Mark 1:8,indeed baptized water shall baptize holy ghost
Mark 1:9,came pass days jesus came nazareth galilee baptized john jordan
Mark 1:10,straightway coming water saw heavens opened spirit like dove descending upon
Mark 1:11,came voice heaven saying thou art beloved son well pleased
Mark 1:12,immediately spirit driveth wilderness
Mark 1:13,wilderness forty days tempted satan wild beasts angels ministered unto
Mark 1:14,john put prison jesus came galilee preaching gospel kingdom god
Mark 1:15,saying time fulfilled kingdom god hand repent ye believe gospel
Mark 1:16,walked sea galilee saw simon andrew brother casting net sea fishers
Mark 1:17,jesus said unto come ye make become fishers men
Mark 1:18,straightway forsook nets followed
Mark 1:19,gone little farther thence saw james son zebedee john brother also ship mending nets
Mark 1:20,straightway called left father zebedee ship hired servants went
Mark 1:21,went capernaum straightway sabbath day entered synagogue taught
Mark 1:22,astonished doctrine taught one authority scribes
Mark 1:23,synagogue man unclean spirit cried
Mark 1:24,saying let us alone thee thou jesus nazareth art thou come destroy us know thee thou art holy one god
Mark 1:25,jesus rebuked saying hold thy peace come
Mark 1:26,unclean spirit torn cried loud voice came
Mark 1:27,amazed insomuch questioned among saying thing new doctrine authority commandeth even unclean spirits obey
Mark 1:28,immediately fame spread abroad throughout region round galilee
Mark 1:29,forthwith come synagogue entered house simon andrew james john
Mark 1:30,simon wife mother lay sick fever anon tell
Mark 1:31,came took hand lifted immediately fever left ministered unto
Mark 1:32,even sun set brought unto diseased possessed devils
Mark 1:33,city gathered together door
Mark 1:34,healed many sick divers diseases cast many devils suffered devils speak knew
Mark 1:35,morning rising great day went departed solitary place prayed
Mark 1:36,simon followed
Mark 1:37,found said unto men seek thee
Mark 1:38,said unto let us go next towns may preach also therefore came forth
Mark 1:39,preached synagogues throughout galilee cast devils
Mark 1:40,came leper beseeching kneeling saying unto thou wilt thou canst make clean
Mark 1:41,jesus moved compassion put forth hand touched saith unto thou clean
Mark 1:42,soon spoken immediately leprosy departed cleansed
Mark 1:43,straitly charged forthwith sent away
Mark 1:44,saith unto see thou say nothing man go thy way shew thyself priest offer thy cleansing things moses commanded testimony unto
Mark 1:45,went began publish much blaze abroad matter insomuch jesus could openly enter city without desert places came every quarter
Mark 2:1,entered capernaum days noised house
Mark 2:2,straightway many gathered together insomuch room receive much door preached word unto
Mark 2:3,come unto bringing one sick palsy borne four
Mark 2:4,could come nigh unto press uncovered roof broken let bed wherein sick palsy lay
Mark 2:5,jesus saw faith said unto sick palsy son thy sins forgiven thee
Mark 2:6,certain scribes sitting reasoning hearts
Mark 2:7,doth man thus speak blasphemies forgive sins god
Mark 2:8,immediately jesus perceived spirit reasoned within said unto reason ye things hearts
Mark 2:9,whether easier say sick palsy thy sins forgiven thee say arise take thy bed walk
Mark 2:10,ye may know son man hath power earth forgive sins saith sick palsy
Mark 2:11,say unto thee arise take thy bed go thy way thine house
Mark 2:12,immediately arose took bed went forth insomuch amazed glorified god saying never saw fashion
Mark 2:13,went forth sea side multitude resorted unto taught
Mark 2:14,passed saw levi son alphaeus sitting receipt custom said unto follow arose followed
Mark 2:15,came pass jesus sat meat house many publicans sinners sat also together jesus disciples many followed
Mark 2:16,scribes pharisees saw eat publicans sinners said unto disciples eateth drinketh publicans sinners
Mark 2:17,jesus heard saith unto whole need physician sick came call righteous sinners repentance
Mark 2:18,disciples john pharisees used fast come say unto disciples john pharisees fast thy disciples fast
Mark 2:19,jesus said unto children bridechamber fast bridegroom long bridegroom fast
Mark 2:20,days come bridegroom shall taken away shall fast days
Mark 2:21,man also seweth piece new cloth old garment else new piece filled taketh away old rent made worse
Mark 2:22,man putteth new wine old bottles else new wine doth burst bottles wine spilled bottles marred new wine must put new bottles
Mark 2:23,came pass went corn fields sabbath day disciples began went pluck ears corn
Mark 2:24,pharisees said unto behold sabbath day lawful
Mark 2:25,said unto ye never read david need hungred
Mark 2:26,went house god days abiathar high priest eat shewbread lawful eat priests gave also
Mark 2:27,said unto sabbath made man man sabbath
Mark 2:28,therefore son man lord also sabbath
Mark 3:1,entered synagogue man withered hand
Mark 3:2,watched whether would heal sabbath day might accuse
Mark 3:3,saith unto man withered hand stand forth
Mark 3:4,saith unto lawful good sabbath days evil save life kill held peace
Mark 3:5,looked round anger grieved hardness hearts saith unto man stretch forth thine hand stretched hand restored whole
Mark 3:6,pharisees went forth straightway took counsel herodians might destroy
Mark 3:7,jesus withdrew disciples sea great multitude galilee followed judaea
Mark 3:8,jerusalem idumaea beyond jordan tyre sidon great multitude heard great things came unto
Mark 3:9,spake disciples small ship wait multitude lest throng
Mark 3:10,healed many insomuch pressed upon touch many plagues
Mark 3:11,unclean spirits saw fell cried saying thou art son god
Mark 3:12,straitly charged make known
Mark 3:13,goeth mountain calleth unto would came unto
Mark 3:14,ordained twelve might send forth preach
Mark 3:15,power heal sicknesses cast devils
Mark 3:16,simon surnamed peter
Mark 3:17,james son zebedee john brother james surnamed boanerges sons thunder
Mark 3:18,andrew philip bartholomew matthew thomas james son alphaeus thaddaeus simon canaanite
Mark 3:19,judas iscariot also betrayed went house
Mark 3:20,multitude cometh together could much eat bread
Mark 3:21,friends heard went lay hold said beside
Mark 3:22,scribes came jerusalem said hath beelzebub prince devils casteth devils
Mark 3:23,called unto said unto parables satan cast satan
Mark 3:24,kingdom divided kingdom stand
Mark 3:25,house divided house stand
Mark 3:26,satan rise divided stand hath end
Mark 3:27,man enter strong man house spoil goods except first bind strong man spoil house
Mark 3:28,verily say unto sins shall forgiven unto sons men blasphemies wherewith soever shall blaspheme
Mark 3:29,shall blaspheme holy ghost hath never forgiveness danger eternal damnation
Mark 3:30,said hath unclean spirit
Mark 3:31,came brethren mother standing without sent unto calling
Mark 3:32,multitude sat said unto behold thy mother thy brethren without seek thee
Mark 3:33,answered saying mother brethren
Mark 3:34,looked round sat said behold mother brethren
Mark 3:35,whosoever shall god brother sister mother
Mark 4:1,began teach sea side gathered unto great multitude entered ship sat sea whole multitude sea land
Mark 4:2,taught many things parables said unto doctrine
Mark 4:3,hearken behold went sower sow
Mark 4:4,came pass sowed fell way side fowls air came devoured
Mark 4:5,fell stony ground much earth immediately sprang depth earth
Mark 4:6,sun scorched root withered away
Mark 4:7,fell among thorns thorns grew choked yielded fruit
Mark 4:8,fell good ground yield fruit sprang increased brought forth thirty sixty hundred
Mark 4:9,said unto hath ears hear let hear
Mark 4:10,alone twelve asked parable
Mark 4:11,said unto unto given know mystery kingdom god unto without things done parables
Mark 4:12,seeing may see perceive hearing may hear understand lest time converted sins forgiven
Mark 4:13,said unto know ye parable ye know parables
Mark 4:14,sower soweth word
Mark 4:15,way side word sown heard satan cometh immediately taketh away word sown hearts
Mark 4:16,likewise sown stony ground heard word immediately receive gladness
Mark 4:17,root endure time afterward affliction persecution ariseth word sake immediately offended
Mark 4:18,sown among thorns hear word
Mark 4:19,cares world deceitfulness riches lusts things entering choke word becometh unfruitful
Mark 4:20,sown good ground hear word receive bring forth fruit thirtyfold sixty hundred
Mark 4:21,said unto candle brought put bushel bed set candlestick
Mark 4:22,nothing hid shall manifested neither thing kept secret come abroad
Mark 4:23,man ears hear let hear
Mark 4:24,said unto take heed ye hear measure ye mete shall measured unto hear shall given
Mark 4:25,hath shall given hath shall taken even hath
Mark 4:26,said kingdom god man cast seed ground
Mark 4:27,sleep rise night day seed spring grow knoweth
Mark 4:28,earth bringeth forth fruit first blade ear full corn ear
Mark 4:29,fruit brought forth immediately putteth sickle harvest come
Mark 4:30,said whereunto shall liken kingdom god comparison shall compare
Mark 4:31,like grain mustard seed sown earth less seeds earth
Mark 4:32,sown groweth becometh greater herbs shooteth great branches fowls air may lodge shadow
Mark 4:33,many parables spake word unto able hear
Mark 4:34,without parable spake unto alone expounded things disciples
Mark 4:35,day even come saith unto let us pass unto side
Mark 4:36,sent away multitude took even ship also little ships
Mark 4:37,arose great storm wind waves beat ship full
Mark 4:38,hinder part ship asleep pillow awake say unto master carest thou perish
Mark 4:39,arose rebuked wind said unto sea peace still wind ceased great calm
Mark 4:40,said unto ye fearful ye faith
Mark 4:41,feared exceedingly said one another manner man even wind sea obey
Mark 5:1,came unto side sea country gadarenes
Mark 5:2,come ship immediately met tombs man unclean spirit
Mark 5:3,dwelling among tombs man could bind chains
Mark 5:4,often bound fetters chains chains plucked asunder fetters broken pieces neither could man tame
Mark 5:5,always night day mountains tombs crying cutting stones
Mark 5:6,saw jesus afar ran worshipped
Mark 5:7,cried loud voice said thee jesus thou son high god adjure thee god thou torment
Mark 5:8,said unto come man thou unclean spirit
Mark 5:9,asked thy name answered saying name legion many
Mark 5:10,besought much would send away country
Mark 5:11,nigh unto mountains great herd swine feeding
Mark 5:12,devils besought saying send us swine may enter
Mark 5:13,forthwith jesus gave leave unclean spirits went entered swine herd ran violently steep place sea two thousand choked sea
Mark 5:14,fed swine fled told city country went see done
Mark 5:15,come jesus see possessed devil legion sitting clothed right mind afraid
Mark 5:16,saw told befell possessed devil also concerning swine
Mark 5:17,began pray depart coasts
Mark 5:18,come ship possessed devil prayed might
Mark 5:19,howbeit jesus suffered saith unto go home thy friends tell great things lord hath done thee hath compassion thee
Mark 5:20,departed began publish decapolis great things jesus done men marvel
Mark 5:21,jesus passed ship unto side much people gathered unto nigh unto sea
Mark 5:22,behold cometh one rulers synagogue jairus name saw fell feet
Mark 5:23,besought greatly saying little daughter lieth point death pray thee come lay thy hands may healed shall live
Mark 5:24,jesus went much people followed thronged
Mark 5:25,certain woman issue blood twelve years
Mark 5:26,suffered many things many physicians spent nothing bettered rather grew worse
Mark 5:27,heard jesus came press behind touched garment
Mark 5:28,said may touch clothes shall whole
Mark 5:29,straightway fountain blood dried felt body healed plague
Mark 5:30,jesus immediately knowing virtue gone turned press said touched clothes
Mark 5:31,disciples said unto thou seest multitude thronging thee sayest thou touched
Mark 5:32,looked round see done thing
Mark 5:33,woman fearing trembling knowing done came fell told truth
Mark 5:34,said unto daughter thy faith hath made thee whole go peace whole thy plague
Mark 5:35,yet spake came ruler synagogue house certain said thy daughter dead troublest thou master
Mark 5:36,soon jesus heard word spoken saith unto ruler synagogue afraid believe
Mark 5:37,suffered man follow save peter james john brother james
Mark 5:38,cometh house ruler synagogue seeth tumult wept wailed greatly
Mark 5:39,come saith unto make ye ado weep damsel dead sleepeth
Mark 5:40,laughed scorn put taketh father mother damsel entereth damsel lying
Mark 5:41,took damsel hand said unto talitha cumi interpreted damsel say unto thee arise
Mark 5:42,straightway damsel arose walked age twelve years astonished great astonishment
Mark 5:43,charged straitly man know commanded something given eat
Mark 6:1,went thence came country disciples follow
Mark 6:2,sabbath day come began teach synagogue many hearing astonished saying whence hath man things wisdom given unto even mighty works wrought hands
Mark 6:3,carpenter son mary brother james joses juda simon sisters us offended
Mark 6:4,jesus said unto prophet without honour country among kin house
Mark 6:5,could mighty work save laid hands upon sick folk healed
Mark 6:6,marvelled unbelief went round villages teaching
Mark 6:7,called unto twelve began send forth two two gave power unclean spirits
Mark 6:8,commanded take nothing journey save staff scrip bread money purse
Mark 6:9,shod sandals put two coats
Mark 6:10,said unto place soever ye enter house abide till ye depart place
Mark 6:11,whosoever shall receive hear ye depart thence shake dust feet testimony verily say unto shall tolerable sodom gomorrha day judgment city
Mark 6:12,went preached men repent
Mark 6:13,cast many devils anointed oil many sick healed
Mark 6:14,king herod heard name spread abroad said john baptist risen dead therefore mighty works shew forth
Mark 6:15,others said elias others said prophet one prophets
Mark 6:16,herod heard thereof said john beheaded risen dead
Mark 6:17,herod sent forth laid hold upon john bound prison herodias sake brother philip wife married
Mark 6:18,john said unto herod lawful thee thy brother wife
Mark 6:19,therefore herodias quarrel would killed could
Mark 6:20,herod feared john knowing man holy observed heard many things heard gladly
Mark 6:21,convenient day come herod birthday made supper lords high captains chief estates galilee
Mark 6:22,daughter said herodias came danced pleased herod sat king said unto damsel ask whatsoever thou wilt give thee
Mark 6:23,sware unto whatsoever thou shalt ask give thee unto half kingdom
Mark 6:24,went forth said unto mother shall ask said head john baptist
Mark 6:25,came straightway haste unto king asked saying thou give charger head john baptist
Mark 6:26,king exceeding sorry yet oath sake sakes sat would reject
Mark 6:27,immediately king sent executioner commanded head brought went beheaded prison
Mark 6:28,brought head charger gave damsel damsel gave mother
Mark 6:29,disciples heard came took corpse laid tomb
Mark 6:30,apostles gathered together unto jesus told things done taught
Mark 6:31,said unto come ye apart desert place rest many coming going leisure much eat
Mark 6:32,departed desert place ship privately
Mark 6:33,people saw departing many knew ran afoot thither cities outwent came together unto
Mark 6:34,jesus came saw much people moved compassion toward sheep shepherd began teach many things
Mark 6:35,day far spent disciples came unto said desert place time far passed
Mark 6:36,send away may go country round villages buy bread nothing eat
Mark 6:37,answered said unto give ye eat say unto shall go buy two hundred pennyworth bread give eat
Mark 6:38,saith unto many loaves ye go see knew say five two fishes
Mark 6:39,commanded make sit companies upon green grass
Mark 6:40,sat ranks hundreds fifties
Mark 6:41,taken five loaves two fishes looked heaven blessed brake loaves gave disciples set two fishes divided among
Mark 6:42,eat filled
Mark 6:43,took twelve baskets full fragments fishes
Mark 6:44,eat loaves five thousand men
Mark 6:45,straightway constrained disciples get ship go side unto bethsaida sent away people
Mark 6:46,sent away departed mountain pray
Mark 6:47,even come ship midst sea alone land
Mark 6:48,saw toiling rowing wind contrary unto fourth watch night cometh unto walking upon sea would passed
Mark 6:49,saw walking upon sea supposed spirit cried
Mark 6:50,saw troubled immediately talked saith unto good cheer afraid
Mark 6:51,went unto ship wind ceased sore amazed beyond measure wondered
Mark 6:52,considered miracle loaves heart hardened
Mark 6:53,passed came land gennesaret drew shore
Mark 6:54,come ship straightway knew
Mark 6:55,ran whole region round began carry beds sick heard
Mark 6:56,whithersoever entered villages cities country laid sick streets besought might touch border garment many touched made whole
Mark 7:1,came together unto pharisees certain scribes came jerusalem
Mark 7:2,saw disciples eat bread defiled say unwashen hands found fault
Mark 7:3,pharisees jews except wash hands oft eat holding tradition elders
Mark 7:4,come market except wash eat many things received hold washing cups pots brasen vessels tables
Mark 7:5,pharisees scribes asked walk thy disciples according tradition elders eat bread unwashen hands
Mark 7:6,answered said unto well hath esaias prophesied hypocrites written people honoureth lips heart far
Mark 7:7,howbeit vain worship teaching doctrines commandments men
Mark 7:8,laying aside commandment god ye hold tradition men washing pots cups many like things ye
Mark 7:9,said unto full well ye reject commandment god ye may keep tradition
Mark 7:10,moses said honour thy father thy mother whoso curseth father mother let die death
Mark 7:11,ye say man shall say father mother corban say gift whatsoever thou mightest profited shall free
Mark 7:12,ye suffer ought father mother
Mark 7:13,making word god none effect tradition ye delivered many like things ye
Mark 7:14,called people unto said unto hearken unto every one understand
Mark 7:15,nothing without man entering defile things come defile man
Mark 7:16,man ears hear let hear
Mark 7:17,entered house people disciples asked concerning parable
Mark 7:18,saith unto ye without understanding also ye perceive whatsoever thing without entereth man defile
Mark 7:19,entereth heart belly goeth draught purging meats
Mark 7:20,said cometh man defileth man
Mark 7:21,within heart men proceed evil thoughts adulteries fornications murders
Mark 7:22,thefts covetousness wickedness deceit lasciviousness evil eye blasphemy pride foolishness
Mark 7:23,evil things come within defile man
Mark 7:24,thence arose went borders tyre sidon entered house would man know could hid
Mark 7:25,certain woman whose young daughter unclean spirit heard came fell feet
Mark 7:26,woman greek syrophenician nation besought would cast forth devil daughter
Mark 7:27,jesus said unto let children first filled meet take children bread cast unto dogs
Mark 7:28,answered said unto yes lord yet dogs table eat children crumbs
Mark 7:29,said unto saying go thy way devil gone thy daughter
Mark 7:30,come house found devil gone daughter laid upon bed
Mark 7:31,departing coasts tyre sidon came unto sea galilee midst coasts decapolis
Mark 7:32,bring unto one deaf impediment speech beseech put hand upon
Mark 7:33,took aside multitude put fingers ears spit touched tongue
Mark 7:34,looking heaven sighed saith unto ephphatha opened
Mark 7:35,straightway ears opened string tongue loosed spake plain
Mark 7:36,charged tell man charged much great deal published
Mark 7:37,beyond measure astonished saying hath done things well maketh deaf hear dumb speak
Mark 8:1,days multitude great nothing eat jesus called disciples unto saith unto
Mark 8:2,compassion multitude three days nothing eat
Mark 8:3,send away fasting houses faint way divers came far
Mark 8:4,disciples answered whence man satisfy men bread wilderness
Mark 8:5,asked many loaves ye said seven
Mark 8:6,commanded people sit ground took seven loaves gave thanks brake gave disciples set set people
Mark 8:7,small fishes blessed commanded set also
Mark 8:8,eat filled took broken meat left seven baskets
Mark 8:9,eaten four thousand sent away
Mark 8:10,straightway entered ship disciples came parts dalmanutha
Mark 8:11,pharisees came forth began question seeking sign heaven tempting
Mark 8:12,sighed deeply spirit saith doth generation seek sign verily say unto shall sign given unto generation
Mark 8:13,left entering ship departed side
Mark 8:14,disciples forgotten take bread neither ship one loaf
Mark 8:15,charged saying take heed beware leaven pharisees leaven herod
Mark 8:16,reasoned among saying bread
Mark 8:17,jesus knew saith unto reason ye ye bread perceive ye yet neither understand ye heart yet hardened
Mark 8:18,eyes see ye ears hear ye ye remember
Mark 8:19,brake five loaves among five thousand many baskets full fragments took ye say unto twelve
Mark 8:20,seven among four thousand many baskets full fragments took ye said seven
Mark 8:21,said unto ye understand
Mark 8:22,cometh bethsaida bring blind man unto besought touch
Mark 8:23,took blind man hand led town spit eyes put hands upon asked saw ought
Mark 8:24,looked said see men trees walking
Mark 8:25,put hands upon eyes made look restored saw every man clearly
Mark 8:26,sent away house saying neither go town tell town
Mark 8:27,jesus went disciples towns caesarea philippi way asked disciples saying unto men say
Mark 8:28,answered john baptist say elias others one prophets
Mark 8:29,saith unto say ye peter answereth saith unto thou art christ
Mark 8:30,charged tell man
Mark 8:31,began teach son man must suffer many things rejected elders chief priests scribes killed three days rise
Mark 8:32,spake saying openly peter took began rebuke
Mark 8:33,turned looked disciples rebuked peter saying get thee behind satan thou savourest things god things men
Mark 8:34,called people unto disciples also said unto whosoever come let deny take cross follow
Mark 8:35,whosoever save life shall lose whosoever shall lose life sake gospel shall save
Mark 8:36,shall profit man shall gain whole world lose soul
Mark 8:37,shall man give exchange soul
Mark 8:38,whosoever therefore shall ashamed words adulterous sinful generation also shall son man ashamed cometh glory father holy angels
Mark 9:1,said unto verily say unto stand shall taste death till seen kingdom god come power
Mark 9:2,six days jesus taketh peter james john leadeth high mountain apart transfigured
Mark 9:3,raiment became shining exceeding white snow fuller earth white
Mark 9:4,appeared unto elias moses talking jesus
Mark 9:5,peter answered said jesus master good us let us make three tabernacles one thee one moses one elias
Mark 9:6,wist say sore afraid
Mark 9:7,cloud overshadowed voice came cloud saying beloved son hear
Mark 9:8,suddenly looked round saw man save jesus
Mark 9:9,came mountain charged tell man things seen till son man risen dead
Mark 9:10,kept saying questioning one another rising dead mean
Mark 9:11,asked saying say scribes elias must first come
Mark 9:12,answered told elias verily cometh first restoreth things written son man must suffer many things set nought
Mark 9:13,say unto elias indeed come done unto whatsoever listed written
Mark 9:14,came disciples saw great multitude scribes questioning
Mark 9:15,straightway people beheld greatly amazed running saluted
Mark 9:16,asked scribes question ye
Mark 9:17,one multitude answered said master brought unto thee son hath dumb spirit
Mark 9:18,wheresoever taketh teareth foameth gnasheth teeth pineth away spake thy disciples cast could
Mark 9:19,answereth saith faithless generation long shall long shall suffer bring unto
